B,P-089988,8,0122 ,W  ,1 HOUR PARKING 9AM-7PM EXCEPT SUNDAY (ARROW)                                                                                                                            
B,P-089988,9,0122 ,E  ,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 6AM-4PM EXCEPT SUNDAY W/SINGLE ARROW                                                                                      
B,P-089988,10,0172 ,W  ,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 6AM-4PM EXCEPT SUNDAY W/SINGLE ARROW                                                                                      
B,P-089988,11,0172 ,E  ,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM TUES & FRI W/SINGLE ARROW (SUPERSEDED BY SP-846CA)                                                                       
B,P-089988,12,0172 ,   ,OTHER TIMES (RIDER FOR PARKING RESTRICTED SIGNS - RED/WHITE)                                                                                                            
B,P-089988,13,0172 ,E  ,1 HOUR PARKING 9AM-7PM EXCEPT SUNDAY (ARROW)                                                                                                                            
B,P-089988,14,0248 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM TUES & FRI <-----> (SUPERSEDED BY SP-846C)                                                                               
B,P-089988,15,0248 ,   ,OTHER TIMES (RIDER FOR PARKING RESTRICTED SIGNS - RED/WHITE)                                                                                                            
B,P-089988,16,0248 ,   ,1 HOUR PARKING 9AM-7PM EXCEPT SUNDAY                                                                                                                                    
B,P-089988,17,0267 ,   ,Property Line
B,P-089988,18,0278 ,   ,Curb Line
B,P-095070,1,0000 ,   ,Curb Line
B,P-095070,2,0059 ,   ,NO STANDING ANYTIME (REPLACED BY SP-10B)                                                                                                                                
B,P-095070,3,0108 ,   ,Curb Line
B,P-112619,1,0000 ,   ,Curb Line
B,P-112619,2,0018 ,   ,Building Line
B,P-112619,3,0048 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM MON & THURS <----> (SUPERSEDED BY SP-851C)                                                                               
B,P-112619,4,0177 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM MON & THURS <----> (SUPERSEDED BY SP-851C)                                                                               
B,P-112619,5,0319 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM MON & THURS <----> (SUPERSEDED BY SP-851C)                                                                               
B,P-112619,6,0467 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM MON & THURS <----> (SUPERSEDED BY SP-851C)                                                                               
B,P-112619,7,0637 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM MON & THURS <----> (SUPERSEDED BY SP-851C)                                                                               
B,P-112619,8,0682 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM MON & THURS <----> (SUPERSEDED BY SP-851C)                                                                               
B,P-112619,9,0682 ,   ,METERS ARE NOT IN EFFECT ABOVE TIMES (RIDER)                                                                                                                            
B,P-112619,10,0682 ,S  ,1 HOUR PARKING 9AM-7PM EXCEPT SUNDAY (ARROW)                                                                                                                            
B,P-112619,11,0755 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM MON & THURS <----> (SUPERSEDED BY SP-851C)                                                                               
B,P-112619,12,0755 ,   ,METERS ARE NOT IN EFFECT ABOVE TIMES (RIDER)                                                                                                                            
B,P-112619,13,0755 ,   ,1 HOUR PARKING 9AM-7PM EXCEPT SUNDAY                                                                                                                                    
B,P-112619,14,0775 ,   ,Property Line
B,P-112619,15,0795 ,   ,Curb Line
B,P-115847,1,0000 ,   ,Curb Line
B,P-115847,2,0013 ,   ,Building Line
B,P-115847,3,0038 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 9-10:30AM MON & THURS <---->                                                                                                       
B,P-115847,4,0095 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 9-10:30AM MON & THURS <---->                                                                                                       
B,P-115847,5,0194 ,   ,Building Line
B,P-115847,6,0208 ,   ,Curb Line
B,P-129870,1,0000 ,   ,Curb Line
B,P-129870,2,0017 ,   ,Building Line
B,P-129870,3,0038 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM EXCEPT SUN <----->                                                                                                        
B,P-129870,4,0038 ,   ,2 HOUR PARKING 8AM-7PM EXCEPT SUNDAY                                                                                                                                    
B,P-129870,5,0123 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM EXCEPT SUN <----->                                                                                                        
B,P-129870,6,0123 ,   ,2 HOUR PARKING 8AM-7PM EXCEPT SUNDAY                                                                                                                                    
B,P-129870,7,0286 ,E  ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM EXCEPT SUN W/ SINGLE ARROW                                                                                                
B,P-129870,8,0286 ,E  ,2 HOUR PARKING 8AM-7PM EXCEPT SUNDAY (ARROW)                                                                                                                            
B,P-129870,9,0286 ,   ,Building Line
B,P-129870,10,0297 ,   ,Curb Line
B,P-132428,1,0000 ,   ,Curb Line
B,P-132428,2,0025 ,   ,Property Line
B,P-132428,3,0045 ,   ,NO STANDING 10AM-6PM MON THRU FRI <------>                                                                                                                              
B,P-132428,4,0045 ,   ,EXCEPT (RIDER)                                                                                                                                                          
B,P-132428,5,0045 ,   ,AMBULETTE                                                                                                                                                               
B,P-132428,6,0080 ,S  ,NO STANDING 10AM-6PM MON THRU FRI (SINGLE ARROW)                                                                                                                        
B,P-132428,7,0080 ,   ,EXCEPT (RIDER)                                                                                                                                                          
B,P-132428,8,0080 ,   ,AMBULETTE                                                                                                                                                               
B,P-132428,9,0116 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <---->                                                                                                   
B,P-132428,10,0116 ,S  ,OTHER TIMES 1 HOUR PARKING 9AM-7PM EXCEPT SUNDAY (ARROW)                                                                                                                
B,P-132428,11,0167 ,S  ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI W/SINGLE ARROW                                                                                           
B,P-132428,12,0167 ,N  ,NO PARKING PASSENGER LOADING ZONE W/ SINGLE ARROW                                                                                                                       
B,P-132428,13,0209 ,S  ,NO PARKING PASSENGER LOADING ZONE W/ SINGLE ARROW                                                                                                                       
B,P-132428,14,0209 ,N  ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI W/SINGLE ARROW                                                                                           
B,P-132428,15,0258 ,S  ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI W/SINGLE ARROW                                                                                           
B,P-132428,16,0258 ,N  ,NO PARKING ANYTIME (SINGLE ARROW)(SUPERSEDES R7-40 DON'TUSE R7-40)                                                                                                      
B,P-132428,17,0385 ,S  ,NO PARKING ANYTIME (SINGLE ARROW)(SUPERSEDES R7-40 DON'TUSE R7-40)                                                                                                      
B,P-132428,18,0385 ,N  ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI W/SINGLE ARROW                                                                                           
B,P-132428,19,0505 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <---->                                                                                                   
B,P-132428,20,0638 ,S  ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI W/SINGLE ARROW                                                                                           
B,P-132428,21,0640 ,   ,Property Line
B,P-132428,22,0654 ,   ,Curb Line
B,P-135202,1,0000 ,   ,Curb Line
B,P-135202,2,0010 ,   ,Property Line
B,P-135202,3,0119 ,   ,BUS LAYOVER AREA NO STANDING ANYTIME <-----> (NO ENGINE IDLING SYMBOL) NO ENGINE IDLING MAX FINE $XXXX (XXXX = AMT TO BE DETERMINED)                                    
B,P-135202,4,0185 ,   ,BUS LAYOVER AREA NO STANDING ANYTIME <-----> (NO ENGINE IDLING SYMBOL) NO ENGINE IDLING MAX FINE $XXXX (XXXX = AMT TO BE DETERMINED)                                    
B,P-135202,5,0202 ,   ,Curb Line
B,P-149191,1,0000 ,   ,Curb Line
B,P-149191,2,0010 ,   ,Property Line
B,P-149191,3,0043 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM TUES & FRI<----->                                                                                                         
B,P-149191,4,0043 ,   ,1 HOUR PARKING 8AM-7PM EXCEPT SUNDAY                                                                                                                                    
B,P-149191,5,0118 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM TUES & FRI<----->                                                                                                         
B,P-149191,6,0118 ,   ,1 HOUR PARKING 8AM-7PM EXCEPT SUNDAY                                                                                                                                    
B,P-149191,7,0198 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM TUES & FRI<----->                                                                                                         
B,P-149191,8,0198 ,   ,1 HOUR PARKING 8AM-7PM EXCEPT SUNDAY                                                                                                                                    
B,P-149191,9,0220 ,   ,Property Line
B,P-149191,10,0252 ,   ,Curb Line
B,P-149195,1,0000 ,   ,Curb Line
B,P-149195,2,0019 ,   ,Building Line
B,P-149195,3,0037 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 8-8:30AM MON & THURS <----->                                                                                                       
B,P-149195,4,0226 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 8-8:30AM MON & THURS <----->                                                                                                       
B,P-149195,5,0226 ,S  ,1 HOUR PARKING 8:30AM-7PM EXCEPT SUNDAY W/SINGLE ARROW                                                                                                                  
B,P-149195,6,0292 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 8-8:30AM MON & THURS <----->                                                                                                       
B,P-149195,7,0292 ,N  ,1 HOUR PARKING 8:30AM-7PM EXCEPT SUNDAY W/SINGLE ARROW                                                                                                                  
B,P-149195,8,0293 ,   ,Building Line
B,P-149195,9,0314 ,   ,Curb Line
B,P-155616,1,0000 ,   ,Curb Line
B,P-155616,2,0015 ,   ,Property Line
B,P-155616,3,0030 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM EXCEPT SUN <----->                                                                                                        
B,P-155616,4,0030 ,   ,1 HOUR PARKING 8AM-7PM EXCEPT SUNDAY                                                                                                                                    
B,P-155616,5,0195 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM EXCEPT SUN <----->                                                                                                        
B,P-155616,6,0195 ,   ,1 HOUR PARKING 8AM-7PM EXCEPT SUNDAY                                                                                                                                    
B,P-155616,7,0216 ,   ,Property Line
B,P-155616,8,0231 ,   ,Curb Line
B,P-158196,1,0000 ,   ,Curb Line
B,P-158196,2,0010 ,   ,Property Line
B,P-158196,3,0037 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <---->                                                                                                   
B,P-158196,4,0147 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <---->                                                                                                   
B,P-158196,5,0275 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <---->                                                                                                   
B,P-158196,6,0414 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <---->                                                                                                   
B,P-158196,7,0538 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <---->                                                                                                   
B,P-158196,8,0675 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <---->                                                                                                   
B,P-158196,9,0791 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <---->                                                                                                   
B,P-158196,10,0893 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <---->                                                                                                   
B,P-158196,11,1010 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <---->                                                                                                   
B,P-158196,12,1022 ,   ,Property Line
B,P-158196,13,1033 ,   ,Curb Line
B,P-159036,1,0000 ,   ,Curb Line
B,P-159036,2,0019 ,   ,Building Line
B,P-159036,3,0095 ,S  ,NO STANDING(SINGLE ARROW)HANDICAP BUS(SYMBOL)W/4 ROUTES +(15X12 4 ROUTE RIDER-IF NECESSARY) REVISED 3/25/92 & SUPERSEDES SP-298BA                                       
B,P-159036,4,0247 ,   ,Property Line
B,P-159036,5,0255 ,   ,Curb Line
B,P-162120,1,0000 ,   ,Curb Line
B,P-162120,2,0296 ,   ,Curb Line
B,P-162121,1,0000 ,   ,Curb Line
B,P-162121,2,0281 ,   ,Curb Line
B,P-162377,1,0000 ,   ,Curb Line
B,P-162377,2,0012 ,   ,Property Line
B,P-162377,3,0041 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 9:30-11AM TUES & FRI <-----> (SUPERSEDED BY SP-63C)                                                                                
B,P-162377,4,0099 ,   ,NO PARKING (SANITATION BROOM SYMBOL) MIDNIGHT TO 3AM THURS <-----> (SUPERSEDED BY SP-606C DATED 4-25-98)                                                                
B,P-162377,5,0142 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 9:30-11AM TUES & FRI <-----> (SUPERSEDED BY SP-63C)                                                                                
B,P-162377,6,0307 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 9:30-11AM TUES & FRI <-----> (SUPERSEDED BY SP-63C)                                                                                
B,P-162377,7,0420 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 9:30-11AM TUES & FRI <-----> (SUPERSEDED BY SP-63C)                                                                                
B,P-162377,8,0475 ,   ,Property Line
B,P-162377,9,0489 ,   ,Curb Line
B,P-177988,1,0000 ,   ,Curb Line
B,P-177988,2,0014 ,   ,Property Line
B,P-177988,3,0069 ,   ,NO PARKING (SANITATION BROOM SYMBOL)7:30-8AM MON&THURS <-----> (SUPERSEDED BY SP-848C)                                                                                  
B,P-177988,4,0175 ,N  ,NO PARKING (SANITATION BROOM SYMBOL)7:30-8AM MON &THURS W/SINGLE ARROW (SUPERSEDED BY SP-848CA)                                                                         
B,P-177988,5,0175 ,S  ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM EXCEPT SUN W/ SINGLE ARROW                                                                                                
B,P-177988,6,0175 ,S  ,1 HOUR PARKING 8AM-7PM EXCEPT SUNDAY (ARROW)                                                                                                                            
B,P-177988,7,0326 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM EXCEPT SUN <----->                                                                                                        
B,P-177988,8,0326 ,   ,1 HOUR PARKING 8AM-7PM EXCEPT SUNDAY                                                                                                                                    
B,P-177988,9,0461 ,N  ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM EXCEPT SUN W/ SINGLE ARROW                                                                                                
B,P-177988,10,0461 ,N  ,1 HOUR PARKING 8AM-7PM EXCEPT SUNDAY (ARROW)                                                                                                                            
B,P-177988,11,0498 ,N  ,NO PARKING ANYTIME (SINGLE ARROW)(SUPERSEDES R7-40 DON'TUSE R7-40)                                                                                                      
B,P-177988,12,0542 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM EXCEPT SUN <----->                                                                                                        
B,P-177988,13,0542 ,   ,1 HOUR PARKING 8AM-7PM EXCEPT SUNDAY                                                                                                                                    
B,P-177988,14,0560 ,N  ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM EXCEPT SUN W/ SINGLE ARROW                                                                                                
B,P-177988,15,0560 ,N  ,1 HOUR PARKING 8AM-7PM EXCEPT SUNDAY (ARROW)                                                                                                                            
B,P-177988,16,0560 ,S  ,NO STANDING 7AM-7PM EXCEPT SUNDAY EXCEPT AUTHORIZED VEHICLES W/SINGLE ARROW                                                                                             
B,P-177988,17,0560 ,   ,AMBULETTE                                                                                                                                                               
B,P-177988,18,0652 ,N  ,NO STANDING 7AM-7PM EXCEPT SUNDAY EXCEPT AUTHORIZED VEHICLES W/SINGLE ARROW                                                                                             
B,P-177988,19,0652 ,   ,AMBULETTE                                                                                                                                                               
B,P-177988,20,0652 ,S  ,NO PARKING ANYTIME (SINGLE ARROW)(SUPERSEDES R7-40 DON'TUSE R7-40)                                                                                                      
B,P-177988,21,0710 ,   ,NO PARKING ANYTIME <----> (SUPERSEDES R7-40 DON'T USE --R7-40)                                                                                                          
B,P-177988,22,0729 ,   ,Property Line
B,P-177988,23,0748 ,   ,Curb Line
B,P-178720,1,0000 ,   ,Curb Line
B,P-178720,2,0010 ,   ,Property Line
B,P-178720,3,0092 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <---->                                                                                                   
B,P-178720,4,0152 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <---->                                                                                                   
B,P-178720,5,0283 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <---->                                                                                                   
B,P-178720,6,0334 ,S  ,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI W/SINGLE ARROW                                                                                           
B,P-178720,7,0422 ,S  ,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW                                                                                                      
B,P-178720,8,0422 ,   ,M 18 LTD (12"X 6") 8 STREET 4 AVENUE (16"X 6") (ROUTE DESTINATION PANEL 032"X 06")(USE AS EXAMPLE FOR DIFFERENT LOCATION)                                               
B,P-178720,9,0422 ,   ,14 STREET & UNION SQ (BOTTOM LOCATION PANEL)(USE AS EXAMPLE FOR DIFFERENT LOCATION)                                                                                     
B,P-178720,10,0552 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM EXCEPT SUN <----->                                                                                                        
B,P-178720,11,0552 ,   ,1 HOUR PARKING 9AM-7PM EXCEPT SUNDAY                                                                                                                                    
B,P-178720,12,0678 ,S  ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM EXCEPT SUN W/ SINGLE ARROW                                                                                                
B,P-178720,13,0678 ,S  ,1 HOUR PARKING 9AM-7PM EXCEPT SUNDAY (ARROW)                                                                                                                            
B,P-178720,14,0691 ,   ,Property Line
B,P-178720,15,0710 ,   ,Curb Line
B,P-179552,1,0000 ,   ,Curb Line
B,P-179552,2,0015 ,   ,Building Line
B,P-179552,3,0019 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM EXCEPT SUN <----->                                                                                                        
B,P-179552,4,0019 ,   ,NO PARKING 8AM-6PM EXCEPT SUNDAY <----->                                                                                                                                
B,P-179552,5,0098 ,   ,NO PARKING (SANITATION BROOM SYMBOL) 7:30-8AM EXCEPT SUN <----->                                                                                                        
B,P-179552,6,0098 ,W  ,NO PARKING 8AM-6PM EXCEPT SUNDAY (SINGLE HEAD ARROW)                                                                                                                    
B,P-179552,7,0098 ,E  ,2 HOUR PARKING 8AM-7PM EXCEPT SUNDAY (ARROW)                                                                                                                            
B,P-179552,8,0098 ,E  ,PAY AT MUNI-METER W/ SINGLE ARROW NYC PARKING CARD AVAILABLE (PARKING CARDS LOGO) FOR INFORMATION VISIT WWW.NYC.GOV/DOT OR CALL 311 (DO NOT USE AS PER J.S-K 10/23/09)  
B,P-179552,9,0199 ,   ,P MUNI-METER PAY & DISPLAY RECEIPT IN VEHICLE                                                                                                                           
B,P-179552,10,0199 ,   ,P MUNI-METER PAY & DISPLAY RECEIPT IN VEHICLE                                                                                                                           
